법령일련번호,법령명,법령구분,소관부처,시행일자
281227,산업재해보상보험법 시행령,대통령령,고용노동부,20260102
255401,산업전환에 따른 고용안정 지원 등에 관한 법률,법률,고용노동부,20240425
283929,산업집적활성화 및 공장설립에 관한 법률,법률,산업통상부,20260310
285509,산업집적활성화 및 공장설립에 관한 법률 시행규칙,산업통상부령,산업통상부,20260409
284773,산업집적활성화 및 공장설립에 관한 법률 시행령,대통령령,산업통상부,20260324
284629,산업통상부와 그 소속기관 직제,대통령령,행정안전부,20260324
283931,산업표준화법,법률,산업통상부,20260310
278737,산업표준화법 시행규칙,산업통상부령,산업통상부,20251001
278369,산업표준화법 시행령,대통령령,산업통상부,20251001
234773,산업현장 일학습병행 지원에 관한 법률,법률,고용노동부,20220218
268873,산지관리법,법률,산림청,20260201
283175,산지관리법 시행령,대통령령,산림청,20260201
276285,상가건물 임대차보호법,법률,국토교통부,법무부,20260102
97050,상고심절차에 관한 특례법,법률,대법원,법무부,20091102
280033,상공회의소법,법률,산업통상부,20260303
266291,상급종합병원의 지정 및 평가에 관한 규칙,보건복지부령,보건복지부,20241107
280989,상법의 전자선하증권 규정의 시행에 관한 규정,대통령령,법무부,20260102
276123,상속세 및 증여세법,법률,재정경제부,20260102
284609,상속세 및 증여세법 시행규칙,재정경제부령,재정경제부,20260320
283637,상속세 및 증여세법 시행령,대통령령,재정경제부,20260227
278925,상수원관리규칙,기후에너지환경부령,기후에너지환경부,20251001
266849,상업등기규칙,대법원규칙,대법원,20250131
265393,상업등기법,법률,법무부,20250131
279819,상표법,법률,지식재산처,20251111
277543,상표법 시행령,대통령령,지식재산처,20251001
265357,상호저축은행법,법률,금융위원회,20250131
259343,상호저축은행법 시행규칙,총리령,금융위원회,20240119
280533,상호저축은행법 시행령,대통령령,금융위원회,20251223
212139,상훈법,법률,행정안전부,20200311
215477,상훈법 시행령,대통령령,행정안전부,20200311
268095,새마을금고법,법률,행정안전부,20260315
212141,새마을운동조직 육성법,법률,행정안전부,20191210
277003,새만금사업 추진 및 지원에 관한 특별법,법률,국토교통부,20260102
276229,생명공학육성법,법률,과학기술정보통신부,20251001
268787,생명연구자원의 확보ㆍ관리 및 활용에 관한 법률,법률,과학기술정보통신부,20260201
276665,생명윤리 및 안전에 관한 법률,법률,보건복지부,20251001
276743,생물다양성 보전 및 이용에 관한 법률,법률,기후에너지환경부,20251001
276745,생물자원관의 설립 및 운영에 관한 법률,법률,기후에너지환경부,20251001
248175,생물학적 제제 등의 제조ㆍ판매관리 규칙,총리령,식품의약품안전처,20230220
277005,생활물류서비스산업발전법,법률,국토교통부,20251001
259305,생활주변방사선 안전관리법,법률,원자력안전위원회,20240123
272859,생활체육진흥법,법률,문화체육관광부,20260123
282555,생활화학제품 및 살생물제의 안전관리에 관한 법률,법률,기후에너지환경부,20251231
277261,서민의 금융생활 지원에 관한 법률,법률,금융위원회,20260102
285449,서민의 금융생활 지원에 관한 법률 시행령,대통령령,금융위원회,20260414
276177,서울대학교병원 설치법,법률,교육부,20251001
276179,서울대학교치과병원 설치법,법률,교육부,20251001
228553,서울특별시 행정특례에 관한 법률,법률,행정안전부,20220113
246595,서해 5도 지원 특별법,법률,행정안전부,20221227
281529,서해 5도 지원 특별법 시행령,대통령령,행정안전부,20260102
276749,석면안전관리법,법률,기후에너지환경부,20251001
278931,석면안전관리법 시행규칙,기후에너지환경부령,기후에너지환경부,20251225
281603,석면안전관리법 시행령,대통령령,기후에너지환경부,20260102
276751,석면피해구제법,법률,기후에너지환경부,20251001
283933,석유 및 석유대체연료 사업법,법률,산업통상부,20260310
285015,석유 및 석유대체연료 사업법 시행규칙,산업통상부령,산업통상부,20260320
284509,석유 및 석유대체연료 사업법 시행령,대통령령,산업통상부,20260320
253981,석재산업 진흥에 관한 법률,법률,산림청,20240217
270105,석재산업 진흥에 관한 법률 시행령,대통령령,산림청,20260326
276537,석탄산업법,법률,산업통상부,20251001
281897,석탄산업전환지역 개발 지원에 관한 특별법,법률,산업통상부,20260331
247937,선거관리위원회 기록물관리 규칙,선거관리위원회규칙,중앙선거관리위원회,20230120
266865,선거관리위원회 사무관리규칙,중앙선거관리위원회규칙,중앙선거관리위원회,20250101
224713,선거관리위원회 행정업무 등의 전자화촉진에 관한 규칙,중앙선거관리위원회규칙,중앙선거관리위원회,20201221
259443,선거관리위원회법,법률,중앙선거관리위원회,20240130
283047,선거관리위원회법 시행규칙,중앙선거관리위원회규칙,중앙선거관리위원회,20260201
230155,선박 및 해상구조물에 대한 위해행위의 처벌 등에 관한 법률,법률,법무부,해양수산부,20210316
210204,선박관리산업발전법,법률,해양수산부,20200221
267401,선박교통관제에 관한 법률,법률,해양경찰청,20250621
266767,선박등기규칙,대법원규칙,대법원,20250131
265383,선박등기법,법률,법무부,해양수산부,20250131
243141,선박법,법률,해양수산부,20230611
271583,선박법 시행규칙,해양수산부령,해양수산부,20250602
210726,선박법 시행령,대통령령,해양수산부,20191008
97989,선박소유자 등의 책임제한절차에 관한 법률,법률,법무부,20091229
268125,선박안전 조업규칙,해양수산부령,해양수산부,20250103
246611,선박안전법,법률,해양수산부,20230628
282097,선박안전법 시행규칙,해양수산부령,해양수산부,20251226
266313,선박안전법 시행령,대통령령,해양수산부,20241112
279409,선박에서의 오염방지에 관한 규칙,해양수산부령,해양수산부,20251031
265951,선박의 입항 및 출항 등에 관한 법률,법률,해양수산부,20241022
256609,선박의 입항 및 출항 등에 관한 법률 시행령,대통령령,해양수산부,20231212
273685,선박직원법,법률,해양수산부,20251217
278015,선박직원법 시행령,대통령령,해양수산부,20251001
233591,선박톤수의 측정에 관한 규칙,해양수산부령,해양수산부,20210630
277063,선박투자회사법,법률,해양수산부,20260102
248763,선박투자회사법 시행규칙,해양수산부령,해양수산부,20230310
284953,선박투자회사법 시행령,대통령령,해양수산부,20260324
255413,선박평형수(船舶平衡水) 관리법,법률,해양수산부,20240425
273639,선원법,법률,해양수산부,20260317
284017,선원법 시행령,대통령령,해양수산부,20260317
265391,선주상호보험조합법,법률,해양수산부,20250131
166155,선주상호보험조합법 시행규칙,해양수산부령,해양수산부,20141231
251043,선주상호보험조합법 시행령,대통령령,해양수산부,20230516
258727,섬 발전 촉진법,법률,행정안전부,20250117
281531,섬 발전 촉진법 시행령,대통령령,행정안전부,20260102
263291,성매개감염병 및 후천성면역결핍증 건강진단규칙,보건복지부령,질병관리청,20240719
276877,성매매방지 및 피해자보호 등에 관한 법률,법률,성평등가족부,20251001
277441,성매매방지 및 피해자보호 등에 관한 법률 시행령,대통령령,성평등가족부,20251001
257487,성매매알선 등 행위의 처벌에 관한 법률,법률,법무부,20240101
276879,성별영향평가법,법률,성평등가족부,20251001
284635,성평등가족부 직제,대통령령,성평등가족부,행정안전부,20260324
270807,성폭력방지 및 피해자보호 등에 관한 법률,법률,성평등가족부,20251023
270107,성폭력방지 및 피해자보호 등에 관한 법률 시행령,대통령령,성평등가족부,20260326
240123,성폭력범죄 등 사건의 심리ㆍ재판 및 피해자 보호에 관한 규칙,대법원규칙,대법원,20220128
277347,성폭력범죄의 처벌 등에 관한 특례법,법률,법무부,20251001
243759,성폭력범죄의 처벌 등에 관한 특례법 시행규칙,법무부령,법무부,20220705
277659,성폭력범죄의 처벌 등에 관한 특례법 시행령,대통령령,법무부,20251001
213803,성폭력범죄자의 성충동 약물치료에 관한 법률,법률,법무부,20200204
280861,세계무역기구협정 등에 의한 양허관세 규정,대통령령,재정경제부,20260102
81706,세계무역기구협정의 이행에 관한 특별법,법률,산업통상부,20071214
260489,세계유산의 보존ㆍ관리 및 활용에 관한 특별법,법률,국가유산청,20241101
280355,세무사법,법률,재정경제부,20260102
257277,세종특별자치시 설치 등에 관한 특별법,법률,행정안전부,20231226
254811,소규모 공공시설 안전관리 등에 관한 법률,법률,행정안전부,20240915
255831,소금산업 진흥법,법률,해양수산부,20240501
268875,소나무재선충병 방제특별법,법률,산림청,20260201
222435,소년법,법률,법무부,20210421
276127,소득세법,법률,재정경제부,20260102
284987,소득세법 시행규칙,재정경제부령,재정경제부,20260320
283631,소득세법 시행령,대통령령,재정경제부,20260301
264917,소방공무원 교육훈련규정,대통령령,소방청,20240814
270329,소방공무원 보건안전 및 복지 기본법,법률,소방청,20260402
284587,소방공무원 보건안전 및 복지 기본법 시행령,대통령령,소방청,20260402
272895,소방공무원 복무규정,대통령령,소방청,20250722
272687,소방공무원 승진임용 규정,대통령령,소방청,20250708
281833,소방공무원 임용령,대통령령,소방청,20260101
264923,소방공무원 징계령,대통령령,소방청,20240814
261437,소방공무원법,법률,소방청,20240814
268789,소방기본법,법률,소방청,20260201
264961,소방기본법 시행규칙,행정안전부령,소방청,20240814
285417,소방기본법 시행령,대통령령,소방청,20260407
257279,소방산업의 진흥에 관한 법률,법률,소방청,20231226
236977,소방시설 설치 및 관리에 관한 법률,법률,소방청,20241201
280195,소방시설 설치 및 관리에 관한 법률 시행규칙,행정안전부령,소방청,20251201
284781,소방시설 설치 및 관리에 관한 법률 시행령,대통령령,소방청,20260324
259473,소방시설공사업법,법률,소방청,20250131
282735,소방시설공사업법 시행규칙,행정안전부령,소방청,20260102
284779,소방시설공사업법 시행령,대통령령,소방청,20260324
266249,소방용품의 품질관리 등에 관한 규칙,행정안전부령,소방청,20241104
268791,소방의 화재조사에 관한 법률,법률,소방청,20260201
245289,소방장비관리법,법률,소방청,20230516
263175,소방장비관리법 시행령,대통령령,소방청,20240611
284929,소방청과 그 소속기관 직제,대통령령,소방청,행정안전부,20260324
277233,소비자기본법,법률,공정거래위원회,20260102
281371,소비자기본법 시행령,대통령령,공정거래위원회,20260102
270419,소비자생활협동조합법,법률,공정거래위원회,20251002
277117,소상공인 보호 및 지원에 관한 법률,법률,중소벤처기업부,20251001
281335,소상공인 보호 및 지원에 관한 법률 시행령,대통령령,중소벤처기업부,20260102
268599,소상공인 생계형 적합업종 지정에 관한 특별법,법률,중소벤처기업부,20250722
277119,소상공인기본법,법률,중소벤처기업부,20251001
279555,소송촉진 등에 관한 특례법,법률,법무부,20251111
249281,소액사건심판법,법률,법무부,20230328
276753,소음ㆍ진동관리법,법률,기후에너지환경부,20251001
278935,소음ㆍ진동관리법 시행규칙,기후에너지환경부령,기후에너지환경부,20251001
284785,소음ㆍ진동관리법 시행령,대통령령,기후에너지환경부,20260324
276539,소재ㆍ부품ㆍ장비산업 경쟁력 강화 및 공급망 안정화를 위한 특별조치법,법률,산업통상부,20260102
282977,소재ㆍ부품ㆍ장비산업 경쟁력 강화 및 공급망 안정화를 위한 특별조치법 시행령,대통령령,산업통상부,20260201
280305,소청절차규정,대통령령,인사혁신처,20251216
265845,소프트웨어 진흥법,법률,과학기술정보통신부,20250423
281427,소프트웨어 진흥법 시행령,대통령령,과학기술정보통신부,20260102
276319,소하천정비법,법률,행정안전부,20251001
276543,송ㆍ변전설비 주변지역의 보상 및 지원에 관한 법률,법률,기후에너지환경부,20251001
283975,송유관 안전관리법,법률,산업통상부,20260310
278379,송유관 안전관리법 시행령,대통령령,산업통상부,20251001
276755,수도권매립지관리공사의 설립 및 운영 등에 관한 법률,법률,기후에너지환경부,20260102
251623,수도권정비계획법,법률,국토교통부,20230710
277967,수도권정비계획법 시행령,대통령령,국토교통부,20251001
276757,수도법,법률,기후에너지환경부,20251001
285093,수도법 시행규칙,기후에너지환경부령,기후에너지환경부,20260324
281605,수도법 시행령,대통령령,기후에너지환경부,20260102
285157,수목원ㆍ정원의 조성 및 진흥에 관한 법률,법률,산림청,20260331
277065,수산과학기술진흥을 위한 시험연구 등에 관한 법률,법률,해양수산부,20251001
268127,수산관계법령 위반행위에 대한 행정처분의 기준과 절차에 관한 규칙,해양수산부령,해양수산부,20250103
255833,수산물 유통의 관리 및 지원에 관한 법률,법률,해양수산부,20240501
277067,수산부산물 재활용 촉진에 관한 법률,법률,해양수산부,20251001
259925,수산생물질병 관리법,법률,해양수산부,20250807
255869,수산식품산업의 육성 및 지원에 관한 법률,법률,해양수산부,20250501
270109,수산식품산업의 육성 및 지원에 관한 법률 시행령,대통령령,해양수산부,20260326
277073,수산업ㆍ어촌 공익기능 증진을 위한 직접지불제도 운영에 관한 법률,법률,해양수산부,20260102
273689,수산업ㆍ어촌 발전 기본법,법률,해양수산부,20260317
273641,수산업법,법률,해양수산부,20260317
282411,수산업법 시행규칙,해양수산부령,해양수산부,20260101
281683,수산업법 시행령,대통령령,해양수산부,20260102
285167,수산업협동조합법,법률,해양수산부,20260331
277071,수산업협동조합의 부실예방 및 구조개선에 관한 법률,법률,해양수산부,20260102
259927,수산자원관리법,법률,해양수산부,20250807
285445,수산자원관리법 시행령,대통령령,해양수산부,20260414
259239,수산종자산업육성법,법률,해양수산부,20240123
243139,수상레저기구의 등록 및 검사에 관한 법률,법률,해양경찰청,20230611
267437,수상레저안전법,법률,해양경찰청,20250621
280301,수상레저안전법 시행령,대통령령,해양경찰청,20251221
267421,수상에서의 수색ㆍ구조 등에 관한 법률,법률,해양경찰청,20251221
276545,수소경제 육성 및 수소 안전관리에 관한 법률,법률,기후에너지환경부,20251001
278945,수소경제 육성 및 수소 안전관리에 관한 법률 시행규칙,기후에너지환경부령,기후에너지환경부,20251001
281197,수소경제 육성 및 수소 안전관리에 관한 법률 시행령,대통령령,기후에너지환경부,20260102
259085,수의사법,법률,농림축산식품부,20240724
285065,수의사법 시행규칙,농림축산식품부령,농림축산식품부,20260324
264277,수의사법 시행령,대통령령,농림축산식품부,20240724
269925,수입식품안전관리 특별법,법률,식품의약품안전처,20260101
272975,수입식품안전관리 특별법 시행규칙,총리령,식품의약품안전처,20250723
280513,수입식품안전관리 특별법 시행령,대통령령,식품의약품안전처,20251223
276129,수입인지에 관한 법률,법률,재정경제부,20260102
276759,수자원의 조사ㆍ계획 및 관리에 관한 법률,법률,기후에너지환경부,20251001
278565,수자원의 조사ㆍ계획 및 관리에 관한 법률 시행령,대통령령,기후에너지환경부,20251001
266019,수중레저활동의 안전 및 활성화 등에 관한 법률,법률,해양경찰청,해양수산부,20250423
266321,수중레저활동의 안전 및 활성화 등에 관한 법률 시행령,대통령령,해양경찰청,해양수산부,20241112
276131,수출용 원재료에 대한 관세 등 환급에 관한 특례법,법률,재정경제부,20260102
103946,수표법,법률,법무부,20100331
187295,수표법 적용 시 은행과 동일시되는 사람 또는 시설의 지정에 관한 규정,대통령령,법무부,20161201
252725,숙련기술장려법,법률,고용노동부,20230718
273919,순직 해병 수사 방해 및 사건 은폐 등의 진상규명을 위한 특별검사의 임명 등에 관한 법률,법률,법무부,20250926
283397,순환경제사회 전환 촉진법,법률,기후에너지환경부,20260219
272909,스마트농업 육성 및 지원에 관한 법률,법률,농림축산식품부,20260123
282795,스마트농업 육성 및 지원에 관한 법률 시행령,대통령령,농림축산식품부,20260123
283399,스마트도시 조성 및 산업진흥 등에 관한 법률,법률,국토교통부,20260219
276883,스카우트활동 육성에 관한 법률,법률,성평등가족부,20251001
276885,스토킹방지 및 피해자보호 등에 관한 법률,법률,성평등가족부,20251001
252483,스토킹범죄의 처벌 등에 관한 법률,법률,법무부,20240112
234571,스포츠기본법,법률,문화체육관광부,20220616
255783,스포츠산업 진흥법,법률,문화체육관광부,20240501
259035,스포츠클럽법,법률,문화체육관광부,20240724
276763,습지보전법,법률,기후에너지환경부,해양수산부,20251001
259475,승강기 안전관리법,법률,행정안전부,20250131
268955,승강기 안전관리법 시행규칙,행정안전부령,행정안전부,20250131
282981,승강기 안전관리법 시행령,대통령령,행정안전부,20260201
259435,승강기산업 진흥법,법률,행정안전부,20240731
266683,시설물의 안전 및 유지관리에 관한 특별법,법률,국토교통부,20251204
284791,시설물의 안전 및 유지관리에 관한 특별법 시행령,대통령령,국토교통부,20260324
220893,시체 해부 및 보존 등에 관한 법률,법률,보건복지부,질병관리청,20210408
268877,식물방역법,법률,농림축산식품부,20260201
276445,식물신품종 보호법,법률,농림축산식품부,해양수산부,20251001
277859,식물신품종 보호법 시행령,대통령령,농림축산식품부,해양수산부,20251001
269949,식생활교육지원법,법률,농림축산식품부,20250919
269957,식품 등의 표시ㆍ광고에 관한 법률,법률,식품의약품안전처,20250919
267855,식품 등의 표시ㆍ광고에 관한 법률 시행규칙,총리령,식품의약품안전처,20260101
273545,식품 등의 표시ㆍ광고에 관한 법률 시행령,대통령령,식품의약품안전처,20250919
254137,식품ㆍ의약품 등의 안전 및 제품화 지원에 관한 규제과학혁신법,법률,식품의약품안전처,20240217
260913,식품ㆍ의약품 등의 안전 및 제품화 지원에 관한 규제과학혁신법 시행규칙,총리령,식품의약품안전처,20240223
282983,식품ㆍ의약품 등의 안전 및 제품화 지원에 관한 규제과학혁신법 시행령,대통령령,식품의약품안전처,20260201
279747,식품ㆍ의약품분야 시험ㆍ검사 등에 관한 법률,법률,식품의약품안전처,20260101
272421,식품ㆍ의약품분야 시험ㆍ검사 등에 관한 법률 시행규칙,총리령,식품의약품안전처,20250619
278069,식품ㆍ의약품분야 시험ㆍ검사 등에 관한 법률 시행령,대통령령,식품의약품안전처,20251001
208466,식품등 기부 활성화에 관한 법률,법률,보건복지부,20190423
246835,식품산업진흥법,법률,농림축산식품부,20230628
284793,식품산업진흥법 시행령,대통령령,농림축산식품부,20260324
269927,식품안전기본법,법률,식품의약품안전처,20260319
256335,식품위생 분야 종사자의 건강진단 규칙,총리령,식품의약품안전처,20241123
277149,식품위생법,법률,식품의약품안전처,20251001
282565,식품위생법 시행규칙,총리령,식품의약품안전처,20260301
278067,식품위생법 시행령,대통령령,식품의약품안전처,20251001
221477,식품의약품안전처 및 그 소속기관 시험ㆍ검사의뢰 규칙,총리령,식품의약품안전처,20200907
277349,신문 등의 진흥에 관한 법률,법률,문화체육관광부,20251001
268793,신에너지 및 재생에너지 개발ㆍ이용ㆍ보급 촉진법,법률,기후에너지환경부,산업통상부,20260201
278953,신에너지 및 재생에너지 개발ㆍ이용ㆍ보급 촉진법 시행규칙,기후에너지환경부령,기후에너지환경부,산업통상부,20251001
284015,신에너지 및 재생에너지 개발ㆍ이용ㆍ보급 촉진법 시행령,대통령령,기후에너지환경부,산업통상부,20260310
277263,신용보증기금법,법률,금융위원회,20260102
233691,신용보증기금법 시행규칙,총리령,금융위원회,20210630
273927,신용보증기금법 시행령,대통령령,금융위원회,20251002
260423,신용정보의 이용 및 보호에 관한 법률,법률,금융위원회,20240814
220673,신용정보의 이용 및 보호에 관한 법률 시행규칙,총리령,금융위원회,20200805
283179,신용정보의 이용 및 보호에 관한 법률 시행령,대통령령,금융위원회,20260203
277265,신용협동조합법,법률,금융위원회,20260102
233511,신용협동조합법 시행규칙,총리령,금융위원회,20210630
284797,신용협동조합법 시행령,대통령령,금융위원회,20260324
91383,신원보증법,법률,법무부,20090130
283063,신의료기술평가에 관한 규칙,보건복지부령,보건복지부,20260126
198564,신탁법,법률,법무부,20181101
223781,신탁법 시행령,대통령령,법무부,20201210
277077,신항만건설 촉진법,법률,해양수산부,20260102
281315,신항만건설 촉진법 시행령,대통령령,해양수산부,20260102
277009,신행정수도 후속대책을 위한 연기ㆍ공주지역 행정중심복합도시 건설을 위한 특별법,법률,국토교통부,행정중심복합도시건설청,20260102
281283,신행정수도 후속대책을 위한 연기ㆍ공주지역 행정중심복합도시 건설을 위한 특별법 시행령,대통령령,국토교통부,행정중심복합도시건설청,20260102
276765,실내공기질 관리법,법률,기후에너지환경부,20260326
277207,실용신안법,법률,지식재산처,20251001
260821,실종아동등의 보호 및 지원에 관한 법률,법률,경찰청,보건복지부,20250828
257731,실험동물에 관한 법률,법률,식품의약품안전처,20240703
93181,실화책임에 관한 법률,법률,법무부,20090508
259525,심뇌혈관질환의 예방 및 관리에 관한 법률,법률,보건복지부,질병관리청,20250731
259041,쌀가공산업 육성 및 쌀 이용 촉진에 관한 법률,법률,농림축산식품부,20240724
281957,아동ㆍ청소년의 성보호에 관한 법률,법률,성평등가족부,20251230
279185,아동ㆍ청소년의 성보호에 관한 법률 시행령,대통령령,성평등가족부,20251023
270409,아동복지법,법률,보건복지부,20260402
281591,아동복지법 시행령,대통령령,보건복지부,20260102
284619,아동수당법,법률,보건복지부,20260327
279655,아동학대범죄의 처벌 등에 관한 특례법,법률,법무부,20260212
282659,아시아ㆍ태평양 무역협정 원산지 확인 기준 등에 관한 규칙,재정경제부령,재정경제부,20260102
276397,아시아문화중심도시 조성에 관한 특별법,법률,문화체육관광부,20260102
276889,아이돌봄 지원법,법률,성평등가족부,20251001
276767,악취방지법,법률,기후에너지환경부,20251001
285055,악취방지법 시행규칙,기후에너지환경부령,기후에너지환경부,20260324
278573,악취방지법 시행령,대통령령,기후에너지환경부,20251001
266293,안마사에 관한 규칙,보건복지부령,보건복지부,20241107
281931,암관리법,법률,보건복지부,질병관리청,20260331
281743,암관리법 시행령,대통령령,보건복지부,질병관리청,20260102
277353,애니메이션산업 진흥에 관한 법률,법률,문화체육관광부,20251001
276549,액화석유가스의 안전관리 및 사업법,법률,산업통상부,20251128
282369,액화석유가스의 안전관리 및 사업법 시행규칙,산업통상부령,산업통상부,20260102
278387,액화석유가스의 안전관리 및 사업법 시행령,대통령령,산업통상부,20251001
276769,야생생물 보호 및 관리에 관한 법률,법률,기후에너지환경부,20251214
260021,약관의 규제에 관한 법률,법률,공정거래위원회,20240807
279725,약사법,법률,보건복지부,식품의약품안전처,20260412
283861,약사법 시행규칙,보건복지부령,보건복지부,20260304
278071,약사법 시행령,대통령령,보건복지부,식품의약품안전처,20251001
276447,양곡관리법,법률,농림축산식품부,20260102
252981,양곡관리법 시행규칙,농림축산식품부령,농림축산식품부,20230721
281097,양곡관리법 시행령,대통령령,농림축산식품부,20260102
272867,양봉산업의 육성 및 지원에 관한 법률,법률,농림축산식품부,20260123
278261,양성평등교육심의회 규정,대통령령,교육부,20251001
276891,양성평등기본법,법률,성평등가족부,20260102
281235,양성평등기본법 시행령,대통령령,성평등가족부,20260102
259241,양식산업발전법,법률,해양수산부,20250124
266631,양식산업발전법 시행규칙,해양수산부령,해양수산부,20241126
272985,양식산업발전법 시행령,대통령령,해양수산부,20250729
276893,양육비 이행확보 및 지원에 관한 법률,법률,성평등가족부,20251001
253663,어린이 식생활안전관리 특별법,법률,식품의약품안전처,20240209
283741,어린이놀이시설 안전관리법,법률,행정안전부,20260227
260823,어린이안전관리에 관한 법률,법률,행정안전부,20250828
276551,어린이제품 안전 특별법,법률,산업통상부,20251001
273387,어린이제품 안전 특별법 시행규칙,산업통상자원부령,산업통상부,20260101
278389,어린이제품 안전 특별법 시행령,대통령령,산업통상부,20251001
273691,어선법,법률,해양수산부,20251221
282099,어선법 시행규칙,해양수산부령,해양수산부,20251226
280299,어선법 시행령,대통령령,해양수산부,20251221
257629,어선안전조업 및 어선원의 안전ㆍ보건 증진 등에 관한 법률,법률,해양수산부,20251019
262779,어선안전조업 및 어선원의 안전ㆍ보건 증진 등에 관한 법률 시행규칙,해양수산부령,해양수산부,20251019
259243,어선원 및 어선 재해보상보험법,법률,해양수산부,20240724
264369,어선원 및 어선 재해보상보험법 시행규칙,해양수산부령,해양수산부,20240724
273825,어선원 및 어선 재해보상보험법 시행령,대통령령,해양수산부,20251002
247663,어업ㆍ양식업등록령,대통령령,해양수산부,20230112
192584,어업자원보호법,법률,해양수산부,20170922
103947,어음법,법률,법무부,20100331
270839,어장관리법,법률,해양수산부,20251023
279219,어장관리법 시행령,대통령령,해양수산부,20251023
228571,어촌ㆍ어항법,법률,해양수산부,20220113
263005,어촌ㆍ어항법 시행령,대통령령,해양수산부,20240608
246757,어촌특화발전 지원 특별법,법률,해양수산부,20230628
253581,언론중재 및 피해구제 등에 관한 법률,법률,문화체육관광부,20230808
276553,에너지 및 자원사업 특별회계법,법률,기후에너지환경부,20251001
284511,에너지 및 자원사업 특별회계법 시행령,대통령령,기후에너지환경부,20260320
268795,에너지법,법률,기후에너지환경부,산업통상부,20260201
281201,에너지법 시행령,대통령령,기후에너지환경부,산업통상부,20260102
276557,에너지산업융복합단지의 지정 및 육성에 관한 특별법,법률,기후에너지환경부,20251001
280035,에너지이용 합리화법,법률,기후에너지환경부,산업통상부,20260303
278397,에너지이용 합리화법 시행령,대통령령,기후에너지환경부,20251001
276561,엔지니어링산업 진흥법,법률,산업통상부,20260102
281131,엔지니어링산업 진흥법 시행령,대통령령,산업통상부,20260102
283167,여객자동차 운수사업법,법률,국토교통부,20260210
285433,여객자동차 운수사업법 시행규칙,국토교통부령,국토교통부,20260407
285281,여객자동차 운수사업법 시행령,대통령령,국토교통부,20260407
267089,여객자동차터미널 구조 및 설비기준에 관한 규칙,국토교통부령,국토교통부,20241217
270567,여권법,법률,외교부,20251009
283271,여권법 시행령,대통령령,외교부,20260301
255889,여성기업지원에 관한 법률,법률,중소벤처기업부,20240501
255843,여성농어업인 육성법,법률,농림축산식품부,해양수산부,20240501
276895,여성의 경제활동 촉진과 경력단절 예방법,법률,고용노동부,성평등가족부,20251001
250989,여수세계박람회 기념 및 사후활용에 관한 특별법,법률,해양수산부,20230516
277267,여신전문금융업법,법률,금융위원회,20251001
220677,여신전문금융업법 시행규칙,총리령,금융위원회,20200805
278149,여신전문금융업법 시행령,대통령령,금융위원회,20251001
254815,역사문화권 정비 등에 관한 특별법,법률,국가유산청,20240915
280135,역세권의 개발 및 이용에 관한 법률,법률,국토교통부,20251202
283401,연구개발특구의 육성에 관한 특별법,법률,과학기술정보통신부,20260219
284809,연구개발특구의 육성에 관한 특별법 시행령,대통령령,과학기술정보통신부,20260324
231603,연구산업진흥법,법률,과학기술정보통신부,20211021
268797,연구실 안전환경 조성에 관한 법률,법률,과학기술정보통신부,20260201
272715,연구직 및 지도직공무원의 임용 등에 관한 규정,대통령령,인사혁신처,20250708
259279,연근해어업의 구조개선 및 지원에 관한 법률,법률,해양수산부,20240724
277079,연안관리법,법률,해양수산부,20251001
270841,연안사고 예방에 관한 법률,법률,해양경찰청,20251023
246895,염업조합법,법률,해양수산부,20221227
276133,엽연초생산협동조합법,법률,재정경제부,20260102
276771,영산강ㆍ섬진강수계 물관리 및 주민지원 등에 관한 법률,법률,기후에너지환경부,20251001
278577,영산강ㆍ섬진강수계 물관리 및 주민지원 등에 관한 법률 시행령,대통령령,기후에너지환경부,20251001
81895,영상진흥기본법,법률,문화체육관광부,20071221
261143,영유아보육법,법률,교육부,20240920
279933,영유아보육법 시행규칙,교육부령,교육부,20251124
284623,영유아보육법 시행령,대통령령,교육부,20260324
280393,영유아특별회계법,법률,교육부,20260101
276181,영재교육 진흥법,법률,교육부,20251001
202628,영해 및 접속수역법,법률,외교부,20180614
277357,영화 및 비디오물의 진흥에 관한 법률,법률,문화체육관광부,20251001
277269,예금자보호법,법률,금융위원회,20260102
273001,예금자보호법 시행령,대통령령,금융위원회,20250901
269921,예비군법,법률,국방부,20250919
281493,예비군법 시행령,대통령령,국방부,20260102
270591,예술인 복지법,법률,문화체육관광부,20250408
259313,예술인 복지법 시행령,대통령령,문화체육관광부,20240209
235567,예술인의 지위와 권리의 보장에 관한 법률,법률,문화체육관광부,20220925
283977,오존층 보호 등을 위한 특정물질의 관리에 관한 법률,법률,산업통상부,20260310
273367,옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 법률,법률,행정안전부,20260215
282903,옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 법률 시행령,대통령령,행정안전부,20260127
254791,온라인투자연계금융업 및 이용자 보호에 관한 법률,법률,금융위원회,20230914
271449,온라인투자연계금융업 및 이용자 보호에 관한 법률 시행령,대통령령,금융위원회,20250602
285269,온실가스 배출권의 할당 및 거래에 관한 법률,법률,기획예산처,기후에너지환경부,20260407
245249,온천법,법률,행정안전부,20230516
284625,외교부와 그 소속기관 직제,대통령령,외교부,행정안전부,20260324
199499,외국법자문사법,법률,법무부,20171212
