법령일련번호,법령명,법령구분,소관부처,시행일자
280709,국회인사규칙,국회규칙,국회,20260112
232113,국회입법조사처 직제,국회규칙,국회,20210427
228669,국회입법조사처법,법률,국회,20210112
198818,군 가산복무 지원금 지급 대상자 규정,대통령령,국방부,20171114
276297,군 공항 이전 및 지원에 관한 특별법,법률,국방부,20260102
51016,군근무성적평정규정,대통령령,국방부,20010327
199824,군무원의 구분 변경에 따른 전직임용 등에 관한 특례규정,대통령령,국방부,20171221
283685,군무원인사법,법률,국방부,20260227
283997,군무원인사법 시행령,대통령령,국방부,20260310
121956,군법무관 임용 등에 관한 법률,법률,국방부,20120117
269899,군보건의료에 관한 법률,법률,국방부,20250919
272903,군복 및 군용장구의 단속에 관한 법률,법률,국방부,20250722
245987,군사기밀 보호법,법률,국방부,20221213
258703,군사기지 및 군사시설 보호법,법률,국방부,20240717
243583,군사법원 법정 등의 질서유지를 위한 재판에 관한 규칙,대법원규칙,대법원,20220701
243585,군사법원 재판기록 열람ㆍ복사 규칙,대법원규칙,대법원,20220701
283147,군사법원법,법률,국방부,20260205
231711,군사정전에 관한 협정 체결 이후 납북피해자의 보상 및 지원에 관한 법률,법률,통일부,20211021
276301,군수품관리법,법률,국방부,20260102
213837,군에서의 형의 집행 및 군수용자의 처우에 관한 법률,법률,국방부,20200204
243615,군에서의 형의 집행 및 군수용자의 처우에 관한 법률 시행령,대통령령,국방부,20220701
276303,군용비행장ㆍ군사격장 소음 방지 및 피해 보상에 관한 법률,법률,국방부,20251001
281479,군용비행장ㆍ군사격장 소음 방지 및 피해 보상에 관한 법률 시행령,대통령령,국방부,20260102
259061,군용전기통신법,법률,국방부,20240123
258705,군용항공기 비행안전성 인증에 관한 법률,법률,국방부,방위사업청,20240717
252881,군용항공기 운용 등에 관한 법률,법률,국방부,20240126
266145,군위탁생규정,대통령령,국방부,20260101
128702,군인 급식 규정,대통령령,국방부,20120919
281481,군인 명예전역수당 지급 규정,대통령령,국방부,20260102
281483,군인 및 군무원의 해외파견근무수당 지급규정,대통령령,국방부,20260102
268039,군인 재해보상법,법률,국방부,20250708
272697,군인 재해보상법 시행령,대통령령,국방부,20250708
258059,군인공제회법,법률,국방부,20240710
269911,군인보수법,법률,국방부,20260319
283969,군인복제령,대통령령,국방부,20260310
206020,군인복지기금법,법률,국방부,20190625
268081,군인복지기본법,법률,국방부,20250708
283197,군인사법,법률,국방부,20260203
283479,군인사법 시행규칙,국방부령,국방부,20260301
283137,군인사법 시행령,대통령령,국방부,20260203
276305,군인연금법,법률,국방부,20251001
263869,군인연금법 시행령,대통령령,국방부,20240717
268083,군인의 지위 및 복무에 관한 기본법,법률,국방부,20260108
280463,군인의 지위 및 복무에 관한 기본법 시행령,대통령령,국방부,20260108
235555,군형법,법률,국방부,20220701
260817,궤도운송법,법률,국토교통부,20250828
284533,궤도운송법 시행규칙,국토교통부령,국토교통부,20260312
276409,귀농어ㆍ귀촌 활성화 및 지원에 관한 법률,법률,농림축산식품부,해양수산부,20251001
276095,귀속재산처리법,법률,재정경제부,20260102
283387,규제자유특구 및 지역특화발전특구에 관한 규제특례법,법률,중소벤처기업부,20260219
265959,근로기준법,법률,고용노동부,20251023
269393,근로기준법 시행규칙,고용노동부령,고용노동부,20250223
270551,근로기준법 시행령,대통령령,고용노동부,20251023
243061,근로복지기본법,법률,고용노동부,20230611
243063,근로자참여 및 협력증진에 관한 법률,법률,고용노동부,20221211
279829,근로자퇴직급여 보장법,법률,고용노동부,20251111
284693,근로자퇴직급여 보장법 시행령,대통령령,고용노동부,20260324
270589,근현대문화유산의 보존 및 활용에 관한 법률,법률,국가유산청,20251009
276703,금강수계 물관리 및 주민지원 등에 관한 법률,법률,기후에너지환경부,20251001
278505,금강수계 물관리 및 주민지원 등에 관한 법률 시행령,대통령령,기후에너지환경부,20251001
277243,금융거래지표의 관리에 관한 법률,법률,금융위원회,20260102
281373,금융거래지표의 관리에 관한 법률 시행령,대통령령,금융위원회,20260102
225139,금융복합기업집단의 감독에 관한 법률,법률,금융위원회,20210630
278139,금융복합기업집단의 감독에 관한 법률 시행령,대통령령,금융위원회,20251001
277245,금융산업의 구조개선에 관한 법률,법률,금융위원회,20251001
233423,금융산업의 구조개선에 관한 법률 시행령,대통령령,금융위원회,20210630
277247,금융소비자 보호에 관한 법률,법률,금융위원회,20260102
281375,금융소비자 보호에 관한 법률 시행령,대통령령,금융위원회,20260102
270423,금융실명거래 및 비밀보장에 관한 법률,법률,금융위원회,20250401
197034,금융실명거래 및 비밀보장에 관한 법률 시행규칙,총리령,금융위원회,20170726
266785,금융실명거래 및 비밀보장에 관한 법률 시행령,대통령령,금융위원회,20241227
39593,금융실명거래및비밀보장에관한법률부칙제7조의규정에의한소득세등의계산방법에관한규칙,총리령,금융위원회,19971231
231837,금융위원회 소관 비영리법인의 설립 및 감독에 관한 규칙,총리령,금융위원회,20210308
285213,금융위원회와 그 소속기관 직제,대통령령,금융위원회,행정안전부,20260331
285253,금융위원회와 그 소속기관 직제 시행규칙,총리령,금융위원회,20260331
277249,금융위원회의 설치 등에 관한 법률,법률,금융위원회,20260102
281377,금융위원회의 설치 등에 관한 법률 시행령,대통령령,금융위원회,20260102
117424,금융중심지의 조성과 발전에 관한 법률,법률,금융위원회,20120401
281379,금융중심지의 조성과 발전에 관한 법률 시행령,대통령령,금융위원회,20260102
254783,금융지주회사법,법률,금융위원회,20230914
278145,금융지주회사법 시행령,대통령령,금융위원회,20251001
283389,금융혁신지원 특별법,법률,금융위원회,20260219
246271,금융혁신지원 특별법 시행령,대통령령,금융위원회,20221220
277253,금융회사의 지배구조에 관한 법률,법률,금융위원회,20260102
284695,금융회사의 지배구조에 관한 법률 시행령,대통령령,금융위원회,20260324
260239,급경사지 재해예방에 관한 법률,법률,행정안전부,20240814
232201,기간제 및 단시간근로자 보호 등에 관한 법률,법률,고용노동부,20210518
219239,기계설비법,법률,국토교통부,20200609
260853,기부금품의 모집ㆍ사용 및 기부문화 활성화에 관한 법률,법률,행정안전부,20240731
277217,기상관측표준화법,법률,기상청,20251001
277323,기상법,법률,기상청,20251001
282307,기상법 시행령,대통령령,기상청,20260102
270217,기상산업진흥법,법률,기상청,20260326
254877,기술대학설립ㆍ운영규정,대통령령,교육부,20230919
277111,기술보증기금법,법률,중소벤처기업부,20260102
233459,기술보증기금법 시행규칙,중소벤처기업부령,중소벤처기업부,20210624
268355,기술보증기금법 시행령,대통령령,중소벤처기업부,20250131
234749,기술사법,법률,과학기술정보통신부,20220218
278213,기술사법 시행령,대통령령,과학기술정보통신부,20251001
181261,기술심리관규칙,대법원규칙,대법원,20160301
276481,기술의 이전 및 사업화 촉진에 관한 법률,법률,산업통상부,20251001
284941,기술의 이전 및 사업화 촉진에 관한 법률 시행령,대통령령,산업통상부,20260324
276483,기업 활력 제고를 위한 특별법,법률,산업통상부,20260102
277255,기업구조조정 촉진법,법률,금융위원회,20251001
224999,기업구조조정투자회사법,법률,금융위원회,20211230
251035,기업구조조정투자회사법 시행령,대통령령,금융위원회,20230516
276961,기업도시개발 특별법,법률,국토교통부,20260102
284699,기업도시개발 특별법 시행령,대통령령,국토교통부,20260324
282553,기업부설연구소등의 연구개발 지원에 관한 법률,법률,과학기술정보통신부,20260201
282915,기업부설연구소등의 연구개발 지원에 관한 법률 시행령,대통령령,과학기술정보통신부,20260201
276485,기업활동 규제완화에 관한 특별조치법,법률,산업통상부,20251001
278319,기업활동 규제완화에 관한 특별조치법 시행령,대통령령,산업통상부,20251001
268777,기초연구진흥 및 기술개발지원에 관한 법률,법률,과학기술정보통신부,20260201
282943,기초연구진흥 및 기술개발지원에 관한 법률 시행령,대통령령,과학기술정보통신부,20260201
276657,기초연금법,법률,보건복지부,20251001
235575,기초학력 보장법,법률,교육부,20220325
279773,기후ㆍ기후변화 감시 및 예측 등에 관한 법률,법률,기상청,해양수산부,20260101
242875,기후변화대응 기술개발 촉진법,법률,과학기술정보통신부,20221211
282945,기후변화대응 기술개발 촉진법 시행령,대통령령,과학기술정보통신부,20260201
279045,기후에너지환경부 및 기상청 소관 비영리법인의 설립과 감독에 관한 규칙,기후에너지환경부령,기후에너지환경부,20251001
284585,기후에너지환경부와 그 소속기관 직제,대통령령,기후에너지환경부,행정안전부,20260324
285267,기후위기 대응을 위한 탄소중립ㆍ녹색성장 기본법,법률,기후에너지환경부,20260407
285223,기후위기 대응을 위한 탄소중립ㆍ녹색성장 기본법 시행령,대통령령,기후에너지환경부,20260331
270789,긴급복지지원법,법률,보건복지부,20251023
273923,김건희와 명태균ㆍ건진법사 관련 국정농단 및 불법 선거 개입 사건 등 진상규명을 위한 특별검사 임명 등에 관한 법률,법률,법무부,20250926
246627,김치산업 진흥법,법률,농림축산식품부,20221227
268829,나노기술개발 촉진법,법률,과학기술정보통신부,20250801
214351,낙농진흥법,법률,농림축산식품부,20210101
276707,낙동강수계 물관리 및 주민지원 등에 관한 법률,법률,기후에너지환경부,20251001
278509,낙동강수계 물관리 및 주민지원 등에 관한 법률 시행령,대통령령,기후에너지환경부,20251001
267435,낚시 관리 및 육성법,법률,해양수산부,20250621
270077,낚시 관리 및 육성법 시행령,대통령령,해양수산부,20260326
188376,난민법,법률,법무부,20161220
273705,난민법 시행령,대통령령,법무부,20250919
276851,남녀고용평등과 일ㆍ가정 양립 지원에 관한 법률,법률,고용노동부,성평등가족부,20251001
259607,남북 이산가족 생사확인 및 교류 촉진에 관한 법률,법률,통일부,20240807
263503,남북 이산가족 생사확인 및 교류 촉진에 관한 법률 시행령,대통령령,통일부,20240807
258011,남북관계 발전에 관한 법률,법률,통일부,20240710
276269,남북교류협력에 관한 법률,법률,통일부,20260102
283463,남북교류협력에 관한 법률 시행령,대통령령,통일부,20260219
276271,남북협력기금법,법률,통일부,20260102
282483,내란ㆍ외환ㆍ반란 범죄 등의 형사절차에 관한 특례법,법률,대법원,20260106
259909,내수면어업법,법률,해양수산부,20250807
248049,내수면어업법 시행규칙,해양수산부령,해양수산부,20230203
284703,내수면어업법 시행령,대통령령,해양수산부,20260324
232203,노동위원회법,법률,고용노동부,20220519
279809,노동절 제정에 관한 법률,법률,고용노동부,20251111
273667,노동조합 및 노동관계조정법,법률,고용노동부,20260310
283803,노동조합 및 노동관계조정법 시행령,대통령령,고용노동부,20260310
180465,노사관계 발전 지원에 관한 법률,법률,고용노동부,20160127
268883,노숙인 등의 복지 및 자립지원에 관한 법률,법률,보건복지부,20260201
267415,노인 일자리 및 사회활동 지원에 관한 법률,법률,보건복지부,20260101
266255,노인 일자리 및 사회활동 지원에 관한 법률 시행규칙,보건복지부령,보건복지부,20241101
266187,노인 일자리 및 사회활동 지원에 관한 법률 시행령,대통령령,보건복지부,20241101
259093,노인복지법,법률,보건복지부,20260124
282119,노인복지법 시행규칙,보건복지부령,보건복지부,20251229
282799,노인복지법 시행령,대통령령,보건복지부,20260124
281921,노인장기요양보험법,법률,보건복지부,20260331
280315,노인장기요양보험법 시행규칙,보건복지부령,보건복지부,20251212
281843,노인장기요양보험법 시행령,대통령령,보건복지부,20260102
283923,노후거점산업단지의 활력증진 및 경쟁력강화를 위한 특별법,법률,국토교통부,산업통상부,20260310
283189,노후계획도시 정비 및 지원에 관한 특별법,법률,국토교통부,20260203
267389,노후준비 지원법,법률,보건복지부,20241220
268779,녹색건축물 조성 지원법,법률,국토교통부,20260201
285225,녹색건축물 조성 지원법 시행령,대통령령,국토교통부,20260331
276097,녹색기후기금의 운영지원에 관한 법률,법률,재정경제부,20260102
276709,녹색융합클러스터의 조성 및 육성에 관한 법률,법률,기후에너지환경부,20251001
276711,녹색제품 구매촉진에 관한 법률,법률,기후에너지환경부,20251001
283643,농ㆍ축산ㆍ임ㆍ어업용 기자재 및 석유류에 대한 부가가치세 영세율 및 면세 적용 등에 관한 특례규정,대통령령,재정경제부,20260227
251935,농림수산식품투자조합 결성 및 운용에 관한 법률,법률,농림축산식품부,해양수산부,20231221
190823,농림수산식품투자조합 결성 및 운용에 관한 법률 시행규칙,농림축산식품부령,농림축산식품부,해양수산부,20170102
271047,농림수산식품투자조합 결성 및 운용에 관한 법률 시행령,대통령령,농림축산식품부,해양수산부,20250507
277257,농림수산업자 신용보증법,법률,금융위원회,20260102
263075,농림수산업자 신용보증법 시행규칙,총리령,금융위원회,20240531
251271,농림수산업자 신용보증법 시행령,대통령령,금융위원회,20230530
231609,농림식품과학기술 육성법,법률,농림축산식품부,20211021
282949,농림식품과학기술 육성법 시행령,대통령령,농림축산식품부,20260201
271577,농림축산식품부 소관 친환경농어업 육성 및 유기식품 등의 관리ㆍ지원에 관한 법률 시행규칙,농림축산식품부령,농림축산식품부,20250602
285221,농산물의 생산자를 위한 직접지불제도 시행규정,대통령령,농림축산식품부,20260331
276413,농수산물 유통 및 가격안정에 관한 법률,법률,농림축산식품부,해양수산부,20260102
276415,농수산물 품질관리법,법률,농림축산식품부,식품의약품안전처,해양수산부,20251001
285107,농수산물 품질관리법 시행규칙,농림축산식품부령,농림축산식품부,해양수산부,20260324
277847,농수산물 품질관리법 시행령,대통령령,농림축산식품부,식품의약품안전처,해양수산부,20251001
237105,농수산물의 원산지 표시 등에 관한 법률,법률,농림축산식품부,해양수산부,20220101
278005,농수산물의 원산지 표시 등에 관한 법률 시행령,대통령령,농림축산식품부,해양수산부,20251001
223591,농수산자조금의 조성 및 운용에 관한 법률,법률,농림축산식품부,해양수산부,20201208
276417,농약관리법,법률,농림축산식품부,농촌진흥청,20251001
277849,농약관리법 시행령,대통령령,농림축산식품부,농촌진흥청,20251001
248925,농어가목돈마련저축에 관한 법률,법률,금융위원회,20230922
281749,농어가목돈마련저축에 관한 법률 시행령,대통령령,금융위원회,20260102
276419,농어업경영체 육성 및 지원에 관한 법률,법률,농림축산식품부,해양수산부,20251001
260013,농어업경영체 육성 및 지원에 관한 법률 시행령,대통령령,농림축산식품부,해양수산부,20240217
276423,농어업인 삶의 질 향상 및 농어촌지역 개발촉진에 관한 특별법,법률,농림축산식품부,해양수산부,20251001
270081,농어업인 삶의 질 향상 및 농어촌지역 개발촉진에 관한 특별법 시행령,대통령령,농림축산식품부,해양수산부,20260326
255855,농어업인의 안전보험 및 안전재해예방에 관한 법률,법률,농림축산식품부,해양수산부,20240501
262225,농어업인의 안전보험 및 안전재해예방에 관한 법률 시행규칙,농림축산식품부령,농림축산식품부,해양수산부,20240501
279875,농어업인의 안전보험 및 안전재해예방에 관한 법률 시행령,대통령령,농림축산식품부,해양수산부,20260101
270777,농어업재해대책법,법률,농림축산식품부,해양수산부,20250422
276425,농어업재해보험법,법률,농림축산식품부,해양수산부,20260102
281091,농어업재해보험법 시행령,대통령령,농림축산식품부,해양수산부,20260102
265327,농어촌 등 보건의료를 위한 특별조치법,법률,보건복지부,20250321
246277,농어촌 등 보건의료를 위한 특별조치법 시행령,대통령령,보건복지부,20221220
276489,농어촌 전기공급사업 촉진법,법률,기후에너지환경부,20251001
276427,농어촌구조개선 특별회계법,법률,농림축산식품부,20260102
246687,농어촌도로 정비법,법률,행정안전부,20230628
262803,농어촌도로 정비법 시행령,대통령령,행정안전부,20240528
235313,농어촌도로의 구조ㆍ시설기준에 관한 규칙,행정안전부령,행정안전부,20210907
276429,농어촌마을 주거환경 개선 및 리모델링 촉진을 위한 특별법,법률,농림축산식품부,해양수산부,20260102
276431,농어촌정비법,법률,농림축산식품부,해양수산부,20260102
282107,농어촌정비법 시행규칙,농림축산식품부령,농림축산식품부,해양수산부,20251226
273771,농어촌정비법 시행령,대통령령,농림축산식품부,해양수산부,20251002
270393,농어촌주민의 보건복지 증진을 위한 특별법,법률,보건복지부,20251002
279423,농어촌주민의 보건복지 증진을 위한 특별법 시행규칙,보건복지부령,보건복지부,20251031
273847,농어촌주민의 보건복지 증진을 위한 특별법 시행령,대통령령,보건복지부,20251002
283037,농어촌특별세법,법률,재정경제부,20260127
280835,농어촌특별세법 시행령,대통령령,재정경제부,20260102
276433,농업ㆍ농촌 공익기능 증진 직접지불제도 운영에 관한 법률,법률,농림축산식품부,20251001
281093,농업ㆍ농촌 공익기능 증진 직접지불제도 운영에 관한 법률 시행령,대통령령,농림축산식품부,20260102
272905,농업ㆍ농촌 및 식품산업 기본법,법률,농림축산식품부,20260123
270083,농업ㆍ농촌 및 식품산업 기본법 시행령,대통령령,농림축산식품부,20260326
251915,농업기계화 촉진법,법률,농림축산식품부,20240621
263221,농업기계화 촉진법 시행령,대통령령,농림축산식품부,20240621
276435,농업생명자원의 보존ㆍ관리 및 이용에 관한 법률,법률,농림축산식품부,20251001
285187,농업생산기반시설 및 주변지역 활용에 관한 특별법,법률,농림축산식품부,20260331
256559,농업생산기반시설 및 주변지역 활용에 관한 특별법 시행령,대통령령,농림축산식품부,20231212
252847,농업인등의 농외소득 활동 지원에 관한 법률,법률,농림축산식품부,20230725
283949,농업협동조합법,법률,농림축산식품부,20260310
284707,농업협동조합법 시행령,대통령령,농림축산식품부,20260324
276437,농업협동조합의 구조개선에 관한 법률,법률,농림축산식품부,20260102
272991,농업협동조합의 구조개선에 관한 법률 시행령,대통령령,농림축산식품부,20250901
259079,농지법,법률,농림축산식품부,20250124
279529,농지법 시행규칙,농림축산식품부령,농림축산식품부,20251031
284709,농지법 시행령,대통령령,농림축산식품부,20260324
276439,농촌공간 재구조화 및 재생지원에 관한 법률,법률,농림축산식품부,20260102
259081,농촌융복합산업 육성 및 지원에 관한 법률,법률,농림축산식품부,20240724
277175,농촌진흥법,법률,농촌진흥청,20251001
276219,뇌연구 촉진법,법률,과학기술정보통신부,20251001
276389,뉴스통신 진흥에 관한 법률,법률,문화체육관광부,20251001
281953,다문화가족지원법,법률,성평등가족부,20251230
281629,다문화가족지원법 시행령,대통령령,성평등가족부,20260102
247231,다중이용업소의 안전관리에 관한 특별법,법률,소방청,20240104
279137,다중이용업소의 안전관리에 관한 특별법 시행규칙,행정안전부령,소방청,20250930
284711,다중이용업소의 안전관리에 관한 특별법 시행령,대통령령,소방청,20260324
276099,담배사업법,법률,재정경제부,20260102
231757,담보부사채신탁법,법률,금융위원회,20210721
205342,담보부사채신탁법 시행령,대통령령,금융위원회,20181204
83895,담보부사채신탁법시행규칙,총리령,금융위원회,20080303
277113,대ㆍ중소기업 상생협력 촉진에 관한 법률,법률,중소벤처기업부,20260102
196436,대검찰청 검사급 이상 검사의 보직범위에 관한 규정,대통령령,법무부,20170801
276221,대구경북과학기술원법,법률,과학기술정보통신부,20251001
278219,대구경북과학기술원법 시행령,대통령령,과학기술정보통신부,20251001
276969,대구경북통합신공항 건설을 위한 특별법,법률,국방부,국토교통부,20260102
268287,대규모유통업에서의 거래 공정화에 관한 법률,법률,공정거래위원회,20250121
276713,대기관리권역의 대기환경개선에 관한 특별법,법률,기후에너지환경부,20251001
282045,대기관리권역의 대기환경개선에 관한 특별법 시행규칙,기후에너지환경부령,기후에너지환경부,20251226
284713,대기관리권역의 대기환경개선에 관한 특별법 시행령,대통령령,기후에너지환경부,20260324
276715,대기환경보전법,법률,기후에너지환경부,20260326
283605,대기환경보전법 시행규칙,기후에너지환경부령,기후에너지환경부,20260326
284715,대기환경보전법 시행령,대통령령,기후에너지환경부,20260324
280117,대도시권 광역교통 관리에 관한 특별법,법률,국토교통부,20251202
281655,대도시권 광역교통 관리에 관한 특별법 시행령,대통령령,국토교통부,20260102
268289,대리점거래의 공정화에 관한 법률,법률,공정거래위원회,20250121
277259,대부업 등의 등록 및 금융이용자 보호에 관한 법률,법률,금융위원회,20260102
272847,대부업 등의 등록 및 금융이용자 보호에 관한 법률 시행령,대통령령,금융위원회,20250722
268517,대안교육기관에 관한 법률,법률,교육부,20250722
284717,대안학교의 설립ㆍ운영에 관한 규정,대통령령,교육부,20260324
280841,대외경제장관회의규정,대통령령,재정경제부,20260102
276101,대외경제협력기금법,법률,재정경제부,20260102
276491,대외무역법,법률,산업통상부,20260102
284507,대외무역법 시행령,대통령령,산업통상부,20260317
204775,대일항쟁기 강제동원 피해조사 및 국외강제동원 희생자 등 지원에 관한 특별법,법률,행정안전부,20190117
105590,대일항쟁기 강제동원 피해조사 및 국외강제동원 희생자 등 지원에 관한 특별법에 의한 가족관계등록사무처리규칙,대법원규칙,대법원,20100603
268839,대중교통의 육성 및 이용촉진에 관한 법률,법률,국토교통부,해양수산부,20250801
261377,대중교통의 육성 및 이용촉진에 관한 법률 시행령,대통령령,국토교통부,해양수산부,20240501
270187,대중문화예술산업발전법,법률,문화체육관광부,20250926
269951,대체역의 편입 및 복무 등에 관한 법률,법률,국방부,병무청,20250919
266713,대통령 등의 경호에 관한 법률,법률,대통령경호처,20250604
281757,대통령 등의 경호에 관한 법률 시행령,대통령령,대통령경호처,20260102
223449,대통령기록물 관리에 관한 법률,법률,행정안전부,20210309
195072,대통령직 인수에 관한 법률,법률,행정안전부,20170726
284719,대학교원 자격기준 등에 관한 규정,대통령령,교육부,20260324
284721,대학설립ㆍ운영 규정,대통령령,교육부,20260324
180744,대한노인회 지원에 관한 법률,법률,보건복지부,20160804
276493,대한무역투자진흥공사법,법률,산업통상부,20251001
281117,대한무역투자진흥공사법 시행령,대통령령,산업통상부,20260102
216173,대한민국 재외공관 설치법,법률,외교부,20200331
276307,대한민국과 아메리카합중국 간의 상호방위조약 제4조에 의한 시설과 구역 및 대한민국에서의 합중국 군대의 지위에 관한 협정의 시행에 따른 국가 및 지방자치단체의 재산의 관리와 처분에 관한 법률,법률,국방부,20260102
267531,대한민국과 아메리카합중국 간의 상호방위조약 제4조에 의한 시설과 구역 및 대한민국에서의 합중국군대의 지위에 관한 협정의 실시에 따른 관세법 등의 임시특례에 관한 법률,법률,재정경제부,20250101
253553,대한민국예술원법,법률,문화체육관광부,20230808
276371,대한민국재향군인회법,법률,국가보훈부,20260102
215653,대한민국학술원법,법률,교육부,20200925
61603,대한민국헌법,헌법,,19880225
203812,대한민국헌정회 육성법,법률,국회,20180612
276495,대한석탄공사법,법률,산업통상부,20260102
202889,대한소방공제회법,법률,소방청,20180928
276659,대한적십자사 조직법,법률,보건복지부,20260102
257199,대한지방행정공제회법,법률,행정안전부,20231226
276717,댐 주변지역 친환경 보전 및 활용에 관한 특별법,법률,기후에너지환경부,20251001
276719,댐건설ㆍ관리 및 주변지역지원 등에 관한 법률,법률,기후에너지환경부,20260102
270087,댐건설ㆍ관리 및 주변지역지원 등에 관한 법률 시행령,대통령령,기후에너지환경부,20260326
277325,데이터 산업진흥 및 이용촉진에 관한 기본법,법률,과학기술정보통신부,20251001
251025,데이터기반행정 활성화에 관한 법률,법률,행정안전부,20231117
281875,도로교통법,법률,경찰청,20260402
285317,도로교통법 시행규칙,행정안전부령,경찰청,20260402
269989,도로교통법 시행령,대통령령,경찰청,20260319
260613,도로명주소법,법률,행정안전부,20250221
281515,도로명주소법 시행령,대통령령,행정안전부,20260102
276971,도로법,법률,국토교통부,20260102
284537,도로법 시행규칙,국토교통부령,국토교통부,20260312
284723,도로법 시행령,대통령령,국토교통부,20260324
263977,도로의 구조ㆍ시설 기준에 관한 규칙,국토교통부령,국토교통부,20240710
283563,도로표지규칙,국토교통부령,국토교통부,20260213
137358,도서ㆍ벽지 교육진흥법,법률,교육부,20130323
279665,도서관법,법률,문화체육관광부,20251111
284725,도서관법 시행령,대통령령,문화체육관광부,20260324
257781,도선법,법률,해양수산부,20240630
276973,도시 및 주거환경정비법,법률,국토교통부,20260102
284733,도시 및 주거환경정비법 시행령,대통령령,국토교통부,20260324
279473,도시ㆍ군계획시설의 결정ㆍ구조 및 설치기준에 관한 규칙,국토교통부령,국토교통부,20251031
276497,도시가스사업법,법률,산업통상부,20251001
285295,도시가스사업법 시행규칙,산업통상부령,산업통상부,20260331
284727,도시가스사업법 시행령,대통령령,산업통상부,20260324
276975,도시개발법,법률,국토교통부,20260102
273815,도시개발법 시행령,대통령령,국토교통부,20251002
260467,도시공원 및 녹지 등에 관한 법률,법률,국토교통부,20240517
258115,도시교통정비 촉진법,법률,국토교통부,20250110
284951,도시교통정비 촉진법 시행령,대통령령,국토교통부,20260324
276441,도시농업의 육성 및 지원에 관한 법률,법률,농림축산식품부,20251001
285111,도시농업의 육성 및 지원에 관한 법률 시행규칙,농림축산식품부령,농림축산식품부,20260324
215079,도시농업의 육성 및 지원에 관한 법률 시행령,대통령령,농림축산식품부,20200303
267323,도시숲 등의 조성 및 관리에 관한 법률,법률,산림청,20250621
267363,도시와 농어촌 간의 교류촉진에 관한 법률,법률,농림축산식품부,해양수산부,20260101
276977,도시재생 활성화 및 지원에 관한 특별법,법률,국토교통부,20260102
257351,도시재정비 촉진을 위한 특별법,법률,국토교통부,20240427
258315,도시철도법,법률,국토교통부,20240109
281269,도시철도법 시행령,대통령령,국토교통부,20260102
270675,도시철도운전규칙,국토교통부령,국토교통부,20250411
277115,도시형소공인 지원에 관한 특별법,법률,중소벤처기업부,20251001
276979,도심 복합개발 지원에 관한 법률,법률,국토교통부,20251001
276981,도심융합특구 조성 및 육성에 관한 특별법,법률,국토교통부,20260102
270093,도심융합특구 조성 및 육성에 관한 특별법 시행령,대통령령,국토교통부,20260326
268781,도심항공교통 활용 촉진 및 지원에 관한 법률,법률,국토교통부,20260201
251607,도청이전을 위한 도시건설 및 지원에 관한 특별법,법률,국토교통부,20230710
276723,독도 등 도서지역의 생태계 보전에 관한 특별법,법률,기후에너지환경부,20251001
148466,독도의 지속가능한 이용에 관한 법률,법률,해양수산부,20140701
248545,독도의용수비대 지원법,법률,국가보훈부,20230605
276373,독립기념관법,법률,국가보훈부,20260102
276375,독립유공자예우에 관한 법률,법률,국가보훈부,20251001
255817,독서문화진흥법,법률,문화체육관광부,20240501
277327,독점규제 및 공정거래에 관한 법률,법률,공정거래위원회,20251001
284737,독점규제 및 공정거래에 관한 법률 시행령,대통령령,공정거래위원회,20260324
169467,독학에 의한 학위취득에 관한 법률,법률,교육부,20150928
175171,독학에 의한 학위취득에 관한 법률 시행령,대통령령,교육부,20150928
276985,동ㆍ서ㆍ남해안 및 내륙권 발전 특별법,법률,국토교통부,20260102
256347,동물 약국 및 동물용 의약품등의 제조업ㆍ수입자와 판매업의 시설 기준령,대통령령,농림축산식품부,해양수산부,20231201
215337,동물 진단용 방사선발생장치의 안전관리에 관한 규칙,농림축산식품부령,농림축산식품부,20200228
267325,동물보호법,법률,농림축산식품부,20250621
282109,동물보호법 시행규칙,농림축산식품부령,농림축산식품부,20251226
281773,동물보호법 시행령,대통령령,농림축산식품부,20251230
279531,동물용 의약품등 취급규칙,농림축산식품부령,농림축산식품부,해양수산부,20251031
276725,동물원 및 수족관의 관리에 관한 법률,법률,기후에너지환경부,해양수산부,20251001
230371,동북아역사재단 설립ㆍ운영에 관한 법률,법률,교육부,20210323
222425,동산ㆍ채권 등의 담보에 관한 법률,법률,법무부,20220421
276987,드론 활용의 촉진 및 기반조성에 관한 법률,법률,국토교통부,20251001
272961,등기사항증명서 등 수수료규칙,대법원규칙,대법원,20250801
213449,디엔에이신원확인정보의 이용 및 보호에 관한 법률,법률,경찰청,대검찰청,법무부,20200121
277191,디자인보호법,법률,지식재산처,20251128
235539,디지털 기반의 원격교육 활성화 기본법,법률,교육부,20220325
259299,디지털의료제품법,법률,식품의약품안전처,20260124
256829,디지털인사관리규정,대통령령,인사혁신처,20240101
268533,디지털포용법,법률,과학기술정보통신부,20260122
282439,디지털포용법 시행령,대통령령,과학기술정보통신부,20260122
255865,마리나항만의 조성 및 관리 등에 관한 법률,법률,해양수산부,20250501
270505,마리나항만의 조성 및 관리 등에 관한 법률 시행규칙,해양수산부령,해양수산부,20250501
284739,마리나항만의 조성 및 관리 등에 관한 법률 시행령,대통령령,해양수산부,20260324
277145,마약류 관리에 관한 법률,법률,보건복지부,식품의약품안전처,20260102
